S.N.,Date,Total Transactions,Total Traded Shares,Total Traded Amount,Max. Price,Min. Price,Close Price
612,2019-03-25,40,11815.00,3527455.00,300.00,295.00,297.00
613,2019-03-24,44,16127.00,4746893.00,298.00,292.00,295.00
614,2019-03-21,56,11916.00,3521341.00,298.00,294.00,296.00
615,2019-03-19,24,2790.00,832699.00,300.00,297.00,297.00
616,2019-03-18,59,12606.00,3798680.00,307.00,294.00,298.00
617,2019-03-17,44,9464.00,2906175.00,310.00,306.00,307.00
618,2019-03-14,55,12016.00,3681347.00,309.00,303.00,307.00
619,2019-03-13,60,13674.00,4189058.00,310.00,305.00,307.00
620,2019-03-12,58,12432.00,3799373.00,310.00,302.00,308.00
621,2019-03-11,56,8668.00,2599274.00,303.00,296.00,303.00
622,2019-03-10,25,5479.00,1638256.00,301.00,296.00,300.00
623,2019-03-07,55,10558.00,3135810.00,300.00,293.00,300.00
624,2019-03-06,52,13709.00,4024675.00,295.00,288.00,293.00
625,2019-03-05,31,5259.00,1530102.00,293.00,290.00,292.00
626,2019-03-03,56,13764.00,4023406.00,295.00,289.00,291.00
627,2019-02-27,35,7619.00,2216705.00,293.00,289.00,291.00
628,2019-02-26,33,9571.00,2778363.00,291.00,286.00,291.00
629,2019-02-25,35,5744.00,1671662.00,294.00,288.00,291.00
630,2019-02-24,46,6214.00,1800191.00,297.00,288.00,290.00
631,2019-02-21,33,4878.00,1420865.00,292.00,290.00,292.00
632,2019-02-20,47,10335.00,3011276.00,294.00,290.00,291.00
633,2019-02-19,52,13505.00,3934299.00,294.00,290.00,293.00
634,2019-02-18,87,19373.00,5617949.00,295.00,288.00,291.00
635,2019-02-17,44,15478.00,4538394.00,298.00,290.00,295.00
636,2019-02-14,66,11467.00,3355455.00,295.00,291.00,291.00
637,2019-02-13,34,7687.00,2265584.00,297.00,294.00,294.00
638,2019-02-12,51,11336.00,3339458.00,297.00,292.00,295.00
639,2019-02-11,32,12860.00,3820219.00,298.00,295.00,296.00
640,2019-02-10,41,8063.00,2404298.00,301.00,297.00,297.00
641,2019-02-07,29,6024.00,1804900.00,300.00,298.00,300.00
642,2019-02-06,46,9423.00,2819146.00,301.00,298.00,300.00
643,2019-02-05,52,11674.00,3508193.00,303.00,299.00,299.00
644,2019-02-04,73,25807.00,7736210.00,301.00,299.00,299.00
645,2019-02-03,66,18924.00,5686000.00,304.00,299.00,300.00
646,2019-01-31,39,11447.00,3452501.00,303.00,301.00,301.00
647,2019-01-30,36,5698.00,1720586.00,303.00,301.00,301.00
648,2019-01-29,35,8934.00,2698291.00,304.00,301.00,301.00
649,2019-01-28,31,11580.00,3512076.00,305.00,300.00,304.00
650,2019-01-27,50,13223.00,3984705.00,304.00,301.00,301.00
651,2019-01-24,54,14231.00,4313035.00,305.00,301.00,303.00
652,2019-01-23,39,12572.00,3805206.00,304.00,301.00,304.00
653,2019-01-22,50,21195.00,6397717.00,304.00,301.00,302.00
654,2019-01-21,57,20017.00,6035994.00,304.00,300.00,301.00
655,2019-01-20,26,3467.00,1052940.00,306.00,302.00,305.00
656,2019-01-17,49,9750.00,2972343.00,307.00,304.00,306.00
657,2019-01-16,48,13285.00,4068429.00,309.00,305.00,307.00
658,2019-01-15,24,9509.00,2913667.00,309.00,304.00,308.00
659,2019-01-14,36,8995.00,2738844.00,307.00,304.00,304.00
660,2019-01-13,21,3396.00,1041416.00,308.00,305.00,306.00
661,2019-01-10,39,5533.00,1699743.00,309.00,307.00,307.00
662,2019-01-09,52,24115.00,7399497.00,309.00,305.00,309.00
663,2019-01-08,60,21807.00,6681279.00,308.00,306.00,306.00
664,2019-01-07,52,20906.00,6404361.00,308.00,304.00,306.00
665,2019-01-06,53,18540.00,5667954.00,308.00,304.00,304.00
666,2019-01-03,43,12597.00,3893215.00,313.00,307.00,308.00
667,2019-01-02,41,12987.00,4006599.00,309.00,307.00,309.00
668,2019-01-01,39,14587.00,4511898.00,311.00,305.00,308.00
669,2018-12-31,37,8601.00,2673437.00,314.00,309.00,309.00
670,2018-12-30,64,19459.00,6120260.00,317.00,312.00,312.00
671,2018-12-27,114,72250.00,23060457.00,322.00,315.00,316.00
672,2018-12-26,73,23497.00,7406428.00,317.00,308.00,316.00
673,2018-12-25,28,6839.00,2106534.00,310.00,307.00,308.00
674,2018-12-24,60,21474.00,6676325.00,317.00,309.00,310.00
675,2018-12-23,112,44678.00,13942719.00,321.00,303.00,315.00
676,2018-12-20,30,9486.00,2883618.00,309.00,303.00,303.00
677,2018-12-19,41,10177.00,3095559.00,306.00,303.00,303.00
678,2018-12-18,55,23454.00,7137176.00,307.00,303.00,303.00
679,2018-12-17,30,8291.00,2538985.00,308.00,305.00,307.00
680,2018-12-16,64,19690.00,6021554.00,310.00,304.00,308.00
681,2018-12-13,41,12240.00,3700173.00,306.00,300.00,306.00
682,2018-12-12,19,2666.00,799663.00,303.00,299.00,300.00
683,2018-12-11,46,19138.00,5778698.00,303.00,300.00,301.00
684,2018-12-10,48,12426.00,3764389.00,305.00,301.00,302.00
685,2018-12-09,54,13144.00,3944519.00,303.00,297.00,303.00
686,2018-12-06,70,34574.00,10321355.00,300.00,295.00,299.00
687,2018-12-05,85,40635.00,12204008.00,305.00,299.00,300.00
688,2018-12-04,49,13610.00,4140673.00,306.00,303.00,305.00
689,2018-12-03,74,15895.00,4811250.00,309.00,300.00,304.00
690,2018-12-02,133,41563.00,12499007.00,318.49,300.00,301.00
691,2018-11-29,183,61277.00,19611635.00,323.00,318.00,318.49
692,2018-11-28,65,24421.00,7881383.00,324.00,322.00,322.00
693,2018-11-27,99,26128.00,8411525.00,324.00,320.00,323.32
694,2018-11-26,76,16171.00,5186766.00,325.00,319.00,320.00
695,2018-11-25,51,14310.00,4640250.00,330.00,323.00,323.00
696,2018-11-22,50,16012.00,5219254.00,331.00,324.00,326.00
697,2018-11-21,41,13222.00,4277340.00,325.00,323.00,324.00
698,2018-11-20,22,5046.00,1638234.00,327.00,321.00,325.00
699,2018-11-19,26,6723.00,2197728.00,333.00,326.00,327.00
700,2018-11-18,44,12183.00,3992420.00,330.00,325.00,328.00
701,2018-11-15,36,12343.00,4039150.00,329.00,326.00,327.00
702,2018-11-14,44,12402.00,4061979.00,329.00,326.00,328.00
703,2018-11-13,31,11170.00,3644929.00,329.00,320.00,328.00
704,2018-11-12,38,9860.00,3157222.00,324.00,319.00,320.00
705,2018-11-11,33,9311.00,3014931.00,327.00,320.00,322.00
706,2018-11-06,1,450.00,147150.00,327.00,321.00,327.00
707,2018-11-05,31,7386.00,2388034.00,327.00,319.00,324.00
708,2018-11-04,78,22227.00,7183215.00,325.00,321.00,321.00
709,2018-11-01,220,79945.00,26044218.00,328.00,317.00,326.00
710,2018-10-31,32,6072.00,2039509.00,339.00,333.00,334.00
711,2018-10-30,37,10698.00,3566636.00,337.00,330.00,337.00
712,2018-10-29,43,11436.00,3795213.00,335.00,329.00,332.00
713,2018-10-28,74,21843.00,7343632.00,340.00,335.00,335.00
714,2018-10-25,45,12030.00,4139567.00,346.00,342.00,344.00
715,2018-10-24,46,12660.00,4352823.00,346.00,340.00,346.00
716,2018-10-23,36,14538.00,4966067.00,343.00,340.00,342.00
717,2018-10-22,24,5275.00,1795832.00,342.00,339.00,341.00
718,2018-10-21,29,11168.00,3801481.00,343.00,335.00,343.00
719,2018-10-15,89,26055.00,8795965.00,341.00,335.00,335.00
720,2018-10-14,62,25829.00,8711691.00,341.00,333.00,341.00
721,2018-10-11,31,10817.00,3535949.00,333.00,324.00,333.00
722,2018-10-10,28,5376.00,1739430.00,327.00,320.00,327.00
723,2018-10-09,59,17703.00,5791739.00,331.00,325.00,325.00
724,2018-10-08,82,30526.00,9984744.00,331.00,326.00,329.00
725,2018-10-07,70,26172.00,8587987.00,332.00,326.00,326.00
726,2018-10-04,68,16248.00,5365354.00,335.00,328.00,330.00
727,2018-10-03,73,24103.00,8046398.00,338.00,330.00,330.00
728,2018-10-02,68,18451.00,6218552.00,340.00,335.00,337.00
729,2018-10-01,62,14499.00,4922241.00,342.00,336.00,336.00
730,2018-09-30,82,36148.00,12459705.00,350.00,340.00,344.00
731,2018-09-27,77,23435.00,8159592.00,352.00,343.00,349.00
732,2018-09-26,193,71111.00,25011219.00,356.00,348.00,350.00
733,2018-09-25,282,126087.00,43811322.00,355.00,339.00,351.00
734,2018-09-23,96,39295.00,13254060.00,342.00,334.00,337.00
735,2018-09-20,66,13511.00,4578599.00,345.00,337.00,339.00
736,2018-09-18,64,12654.00,4299126.00,344.00,337.00,341.00
737,2018-09-17,81,15047.00,5155027.00,347.00,340.00,341.00
738,2018-09-16,121,40448.00,14057488.00,354.00,343.00,346.00
739,2018-09-13,100,44178.00,15114778.00,346.00,336.00,342.00
740,2018-09-12,53,20507.00,6842671.00,336.00,331.00,336.00
741,2018-09-11,34,9919.00,3258053.00,331.00,326.00,331.00
742,2018-09-10,66,9850.00,3230232.00,336.00,326.00,326.00
743,2018-09-09,76,28025.00,9276690.00,337.00,327.00,331.00
744,2018-09-06,98,27547.00,9329378.00,344.00,332.00,336.00
745,2018-09-05,125,41968.00,14138609.00,348.00,330.00,341.00
746,2018-09-04,86,20499.00,6779467.00,334.00,328.00,330.00
747,2018-09-03,110,40897.00,13489405.00,334.00,325.00,330.00
748,2018-09-02,84,17687.00,5693133.00,328.00,317.00,326.00
749,2018-08-30,33,7414.00,2347856.00,320.00,314.00,320.00
750,2018-08-29,28,6405.00,2015095.00,316.00,313.00,314.00
751,2018-08-28,39,6331.00,1977716.00,315.00,311.00,313.00
752,2018-08-26,30,6166.00,1930635.00,315.00,312.00,312.00
753,2018-08-23,40,7258.00,2272855.00,316.00,312.00,314.00
754,2018-08-22,29,15782.00,4943626.00,314.00,310.00,314.00
755,2018-08-21,51,10090.00,3161918.00,316.00,312.00,314.00
756,2018-08-20,38,5723.00,1799554.00,316.00,312.00,314.00
757,2018-08-19,43,8080.00,2575405.00,322.00,315.00,315.00
758,2018-08-16,83,16746.00,5377374.00,325.00,316.00,320.00
759,2018-08-15,75,13311.00,4226093.00,324.00,314.00,321.00
760,2018-08-14,49,8736.00,2715322.00,317.00,307.00,315.00
761,2018-08-13,57,14533.00,4486664.00,311.00,305.00,309.00
762,2018-08-12,83,14461.00,4469004.00,313.00,305.00,305.00
763,2018-08-09,46,7930.00,2486794.00,315.00,312.00,313.00
764,2018-08-08,51,8244.00,2575953.00,315.00,312.00,313.00
765,2018-08-07,46,19669.00,6220239.00,319.00,312.00,312.00
766,2018-08-06,33,6266.00,1982035.00,318.00,315.00,317.00
767,2018-08-05,42,8208.00,2592294.00,318.00,315.00,315.00
768,2018-08-02,24,5989.00,1893169.00,317.00,315.00,316.00
769,2018-08-01,41,9143.00,2874439.00,316.00,313.00,314.00
770,2018-07-31,54,14735.00,4628165.00,317.00,313.00,313.00
771,2018-07-30,41,10656.00,3368486.00,320.00,315.00,315.00
772,2018-07-29,46,7489.00,2368265.00,318.00,315.00,315.00
773,2018-07-26,85,16463.00,5155224.00,315.00,312.00,312.00
774,2018-07-25,78,19857.00,6262139.00,319.00,312.00,312.00
775,2018-07-24,79,22877.00,7310861.00,324.00,315.00,318.00
776,2018-07-23,51,11435.00,3636641.00,321.00,316.00,316.00
777,2018-07-22,75,15957.00,5029741.00,320.00,313.00,315.00
778,2018-07-19,66,10523.00,3374466.00,324.00,320.00,320.00
779,2018-07-18,31,7870.00,2546149.00,326.00,320.00,323.00
780,2018-07-17,24,8251.00,2688497.00,330.00,323.00,327.00
781,2018-07-16,25,8287.00,2685164.00,326.00,323.00,324.00
782,2018-07-15,47,14194.00,4567926.00,329.00,319.00,320.00
783,2018-07-12,92,21936.00,7075322.00,330.00,320.00,324.00
784,2018-07-11,47,10168.00,3345283.00,333.00,324.00,324.00
785,2018-07-10,58,10309.00,3395640.00,333.00,327.00,329.00
786,2018-07-09,65,15661.00,5141770.00,336.00,323.00,328.00
787,2018-07-08,75,14605.00,4891009.00,338.00,330.00,337.00
788,2018-07-05,105,37106.00,12230941.00,335.00,325.00,335.00
789,2018-07-04,34,6209.00,2016527.00,329.00,322.00,322.00
790,2018-07-03,62,12132.00,3889503.00,323.00,319.00,323.00
791,2018-07-02,50,8179.00,2614286.00,323.00,317.00,320.00
792,2018-07-01,64,10505.00,3378729.00,325.00,319.00,321.00
793,2018-06-28,54,12535.00,4088459.00,329.00,324.00,327.00
794,2018-06-27,39,9146.00,2988070.00,329.00,325.00,327.00
795,2018-06-26,63,18251.00,5938145.00,327.00,324.00,325.00
796,2018-06-25,44,11179.00,3642906.00,330.00,325.00,330.00
797,2018-06-24,28,5753.00,1899525.00,332.00,326.00,330.00
798,2018-06-21,71,11942.00,3902076.00,333.00,323.00,325.00
799,2018-06-20,47,11274.00,3705188.00,336.00,327.00,327.00
800,2018-06-19,40,7389.00,2438225.00,335.00,326.00,335.00
801,2018-06-18,55,10143.00,3337571.00,331.00,328.00,331.00
802,2018-06-17,37,9313.00,3090531.00,335.00,328.00,332.00
803,2018-06-14,40,8538.00,2858471.00,338.00,333.00,334.00
804,2018-06-13,58,11003.00,3680012.00,337.00,332.00,334.00
805,2018-06-12,47,18085.00,6093075.00,342.00,330.00,338.00
806,2018-06-11,58,13560.00,4507417.00,343.00,326.00,333.00
807,2018-06-10,91,28950.00,9585005.00,335.00,330.00,331.00
808,2018-06-07,103,41372.00,13892804.00,340.00,333.00,335.00
809,2018-06-06,31,8886.00,3014864.00,344.00,334.00,334.00
810,2018-06-04,85,30425.00,10187076.00,340.00,332.00,332.00
811,2018-06-03,83,15111.00,5158473.00,350.00,335.00,338.00
812,2018-05-31,39,4482.00,1562987.00,351.00,347.00,347.00
813,2018-05-30,47,10101.00,3567782.00,360.00,350.00,353.00
814,2018-05-29,55,12031.00,4253532.00,355.00,351.00,355.00
815,2018-05-28,72,14440.00,5033432.00,354.00,342.00,354.00
816,2018-05-27,86,13120.00,4531302.00,350.00,343.00,344.00
817,2018-05-24,56,16466.00,5747024.00,351.00,347.00,348.00
818,2018-05-23,66,13623.00,4750327.00,350.00,347.00,348.00
819,2018-05-22,27,4516.00,1596742.00,355.00,352.00,353.00
820,2018-05-21,46,5605.00,1981021.00,357.00,352.00,352.00
821,2018-05-20,44,7499.00,2661081.00,358.00,352.00,353.00
822,2018-05-17,40,6912.00,2440037.00,357.00,352.00,352.00
823,2018-05-16,38,11233.00,3959358.00,356.00,351.00,351.00
824,2018-05-15,31,8053.00,2864642.00,358.00,353.00,355.00
825,2018-05-14,75,32224.00,11484796.00,359.00,355.00,356.00
826,2018-05-10,72,20130.00,7203014.00,360.00,356.00,357.00
827,2018-05-09,56,16201.00,5788275.00,362.00,355.00,357.00
828,2018-05-08,63,13841.00,4932086.00,359.00,355.00,357.00
829,2018-05-07,89,18510.00,6557819.00,356.00,351.00,354.00
830,2018-05-06,49,12031.00,4295349.00,360.00,355.00,356.00
831,2018-05-03,97,18266.00,6592676.00,366.00,358.00,358.00
832,2018-05-02,75,15350.00,5488801.00,359.00,355.00,359.00
833,2018-04-29,91,21916.00,7832182.00,362.00,355.00,360.00
834,2018-04-26,93,24999.00,9019617.00,367.00,357.00,359.00
835,2018-04-25,98,19616.00,7174299.00,369.00,364.00,365.00
836,2018-04-24,137,25920.00,9604009.00,377.00,367.00,367.00
837,2018-04-23,306,97264.00,36779901.00,386.00,370.00,373.00
838,2018-04-22,344,99494.00,37669165.00,385.00,375.00,381.00
839,2018-04-19,271,84112.00,31457127.00,378.00,370.00,371.00
840,2018-04-18,222,74759.00,27522075.00,380.00,355.00,369.00
841,2018-04-17,133,29872.00,10689890.00,362.00,355.00,357.00
842,2018-04-16,73,17877.00,6380404.00,358.00,355.00,356.00
843,2018-04-15,96,21396.00,7545423.00,358.00,348.00,354.00
844,2018-04-12,100,16659.00,5996866.00,362.00,357.00,358.00
845,2018-04-11,80,12345.00,4415775.00,361.00,355.00,361.00
846,2018-04-10,110,16118.00,5766044.00,361.00,354.00,357.00
847,2018-04-09,219,50098.00,18116537.00,368.00,358.00,360.00
848,2018-04-08,266,64145.00,23170491.00,366.00,355.00,363.00
849,2018-04-05,193,39733.00,14186059.00,359.00,352.00,358.00
850,2018-04-04,142,35173.00,12338643.00,355.00,347.00,355.00
851,2018-04-03,79,15213.00,5252924.00,349.00,342.00,348.00
852,2018-04-02,109,14789.00,5075736.00,345.00,341.00,344.00
853,2018-04-01,145,25035.00,8554104.00,346.00,334.00,342.00
854,2018-03-29,167,34262.00,11885117.00,350.00,345.00,348.00
855,2018-03-28,194,47596.00,16374258.00,350.00,333.00,345.00
856,2018-03-27,193,44872.00,15083494.00,353.00,324.00,345.00
857,2018-03-26,167,33506.00,11251404.00,343.00,331.00,335.00
858,2018-03-22,205,50212.00,17051913.00,349.00,335.00,344.00
859,2018-03-21,196,46876.00,16060592.00,350.00,340.00,340.00
860,2018-03-20,99,26965.00,9394917.00,350.00,347.00,349.00
861,2018-03-19,108,18710.00,6601103.00,355.00,350.00,350.00
862,2018-03-18,111,23840.00,8436839.00,358.00,352.00,353.00
863,2018-03-15,109,16648.00,5937295.00,358.00,355.00,356.00
864,2018-03-14,71,14924.00,5306261.00,358.00,354.00,356.00
865,2018-03-13,99,19296.00,6806070.00,357.00,349.00,355.00
866,2018-03-12,109,30599.00,10730975.00,358.00,345.00,353.00
867,2018-03-11,116,27024.00,9504452.00,362.00,347.00,355.00
868,2018-03-07,221,52273.00,18603664.00,360.00,346.00,359.00
869,2018-03-06,178,62630.00,21821348.00,356.00,344.00,355.00
870,2018-03-05,127,34253.00,11873456.00,355.00,343.00,348.00
871,2018-03-04,177,51360.00,17892495.00,357.00,344.00,350.00
872,2018-02-28,140,32087.00,11539755.00,364.00,356.00,360.00
873,2018-02-27,101,19462.00,7042754.00,367.00,359.00,361.00
874,2018-02-26,97,16957.00,6133992.00,371.00,357.00,361.00
875,2018-02-25,73,12668.00,4605611.00,367.00,361.00,364.00
876,2018-02-22,100,19317.00,7048687.00,370.00,360.00,366.00
877,2018-02-21,98,23486.00,8523552.00,365.00,356.00,364.00
878,2018-02-20,242,47687.00,17514944.00,376.00,364.00,364.00
879,2018-02-18,326,73597.00,27383585.00,380.00,365.00,369.00
880,2018-02-15,274,66666.00,24102382.00,370.00,354.00,370.00
881,2018-02-14,121,20094.00,7084495.00,355.00,349.00,354.00
882,2018-02-12,107,22681.00,7958205.00,353.00,350.00,350.00
883,2018-02-11,73,17143.00,6034918.00,353.00,350.00,352.00
884,2018-02-08,86,19226.00,6718296.00,352.00,346.00,350.00
885,2018-02-07,59,11533.00,4011869.00,350.00,345.00,348.00
886,2018-02-06,99,21691.00,7587658.00,355.00,348.00,349.00
887,2018-02-05,140,22217.00,7877537.00,359.00,350.00,350.00
888,2018-02-04,194,43212.00,15405205.00,359.00,354.00,354.00
889,2018-02-01,170,43451.00,15192933.00,353.00,347.00,353.00
890,2018-01-31,106,21620.00,7483095.00,350.00,343.00,346.00
891,2018-01-29,122,28092.00,9638752.00,345.00,341.00,344.00
892,2018-01-28,121,21344.00,7342974.00,348.00,341.00,343.00
893,2018-01-25,94,17164.00,5836230.00,343.00,337.00,342.00
894,2018-01-24,60,15098.00,5079948.00,345.00,334.00,337.00
895,2018-01-23,130,38321.00,12683822.40,342.00,330.00,333.00
896,2018-01-22,95,24922.00,8392277.00,339.00,335.00,338.00
897,2018-01-21,121,35130.00,11869297.00,341.00,335.00,336.00
898,2018-01-17,100,25651.00,8638109.00,340.00,334.00,337.00
899,2018-01-16,66,15887.00,5379153.00,342.00,337.00,340.00
900,2018-01-14,52,9223.00,3141446.00,344.00,339.00,340.00
901,2018-01-10,38,8175.00,2791858.00,350.00,340.00,342.00
902,2018-01-09,60,12904.00,4455501.00,348.00,343.00,344.00
903,2018-01-08,62,13945.00,4753960.00,345.00,340.00,343.00
904,2018-01-07,66,12668.00,4316290.00,342.00,337.00,340.00
905,2018-01-04,59,16611.00,5619444.00,341.00,336.00,340.00
906,2018-01-03,93,19727.00,6673815.00,345.00,336.00,338.00
907,2018-01-02,77,18393.00,6354618.00,353.00,341.00,342.00
908,2018-01-01,105,30676.00,10483658.00,345.00,335.00,342.00
909,2017-12-31,115,29254.00,9775240.00,339.00,331.00,334.00
910,2017-12-28,73,14286.00,4843851.00,344.00,334.00,339.00
911,2017-12-27,114,27169.00,9142358.00,348.00,333.00,342.00
912,2017-12-26,57,10392.00,3566534.00,347.00,341.00,342.00
913,2017-12-24,76,18512.00,6412362.00,349.00,344.00,347.00
914,2017-12-21,91,18321.00,6317030.00,350.00,343.00,346.00
915,2017-12-20,62,12178.00,4244681.00,351.00,346.00,349.00
916,2017-12-19,62,17853.00,6229340.00,351.00,347.00,350.00
917,2017-12-18,48,8268.00,2926065.00,356.00,351.00,351.00
918,2017-12-17,51,19454.00,6821562.00,355.00,347.00,355.00
919,2017-12-14,34,4863.00,1722010.00,356.00,353.00,354.00
920,2017-12-13,49,13066.00,4574900.00,354.00,345.00,354.00
921,2017-12-12,68,19112.00,6669899.00,351.00,347.00,350.00
922,2017-12-11,72,19073.00,6701778.00,356.00,350.00,353.00
923,2017-12-10,80,17385.00,6232047.00,365.00,353.00,354.00
924,2017-12-06,84,20474.00,7281665.00,358.00,353.00,358.00
925,2017-12-05,114,36473.00,12805210.00,359.00,349.00,350.00
926,2017-12-04,67,17321.00,6231018.00,365.00,356.00,356.00
927,2017-11-30,80,18168.00,6589084.00,368.00,360.00,363.00
928,2017-11-29,105,38719.00,14129593.00,369.00,358.00,365.00
929,2017-11-28,89,16602.00,5980937.00,362.00,357.00,360.00
930,2017-11-27,91,14247.00,5110870.00,362.00,357.00,360.00
931,2017-11-26,107,28161.00,10083265.00,361.00,354.00,360.00
932,2017-11-23,78,14310.00,5044198.00,355.00,351.00,353.00
933,2017-11-22,55,14554.00,5092861.00,352.00,347.00,350.00
934,2017-11-21,51,11098.00,3868058.00,350.00,345.00,350.00
935,2017-11-20,52,10819.00,3739642.00,348.00,343.00,347.00
936,2017-11-19,64,13916.00,4802851.00,347.00,343.00,347.00
937,2017-11-16,62,10049.00,3505328.00,353.00,346.00,350.00
938,2017-11-15,111,26352.00,9307260.00,360.00,350.00,353.00
939,2017-11-14,163,39346.00,14000854.00,363.00,349.00,355.00
940,2017-11-13,115,24579.00,8515326.00,350.00,341.00,349.00
941,2017-11-12,64,16380.00,5589942.00,344.00,335.00,343.00
942,2017-11-09,87,16045.00,5416342.00,347.00,334.00,339.00
943,2017-11-08,71,22962.00,7717014.00,340.00,333.00,339.00
944,2017-11-07,64,20463.00,6995905.00,348.00,336.00,341.00
945,2017-11-06,86,21217.00,7216368.00,344.00,335.00,341.00
946,2017-11-05,82,13676.00,4647407.00,342.00,338.00,341.00
947,2017-11-02,89,28474.00,9691035.00,347.00,336.00,344.00
948,2017-11-01,71,12955.00,4447362.00,346.00,341.00,345.00
949,2017-10-31,69,16816.00,5833531.00,352.00,342.00,344.00
950,2017-10-30,71,11596.00,3993743.00,347.00,342.00,347.00
951,2017-10-29,73,14343.00,4980338.00,350.00,345.00,345.00
952,2017-10-25,66,19747.00,7048223.00,362.00,353.00,357.00
953,2017-10-24,69,11554.00,4154933.00,363.00,356.00,359.00
954,2017-10-23,75,16357.00,5879786.00,364.00,355.00,363.00
955,2017-10-22,72,17955.00,6467885.00,363.00,356.00,358.00
956,2017-10-18,56,18260.00,6372070.00,356.00,345.00,355.00
957,2017-10-17,103,23274.00,8181745.00,360.00,347.00,347.00
958,2017-10-16,118,23316.00,8108855.00,351.00,345.00,350.00
959,2017-10-15,87,14109.00,4819803.00,345.00,336.00,342.00
960,2017-10-12,85,20960.00,7032095.00,338.00,332.00,336.00
961,2017-10-11,77,9574.00,3170668.00,336.00,328.00,330.00
962,2017-10-10,88,24353.00,8034668.00,333.00,327.00,330.00
963,2017-10-09,78,17558.00,5803379.00,334.00,326.00,331.00
964,2017-10-08,103,17336.00,5723028.00,339.00,326.00,329.00
965,2017-10-04,67,11369.00,3911867.00,349.00,340.00,340.00
966,2017-10-03,25,3995.00,1373257.00,348.00,336.00,344.00
967,2017-09-26,97,14099.00,4868274.00,350.00,342.00,342.00
968,2017-09-25,83,16245.00,5516216.00,341.00,337.00,341.00
969,2017-09-24,110,16267.00,5454295.00,340.00,330.00,335.00
970,2017-09-20,512,105097.00,41914073.00,403.00,395.00,395.00
971,2017-09-18,185,36238.00,14581130.00,406.00,400.00,403.00
972,2017-09-17,214,35581.00,14221948.00,406.00,395.00,400.00
973,2017-09-14,223,45904.00,18034827.00,399.00,389.00,398.00
974,2017-09-13,190,28759.00,11183120.00,394.00,386.00,389.00
975,2017-09-12,195,48834.00,18985916.00,400.00,383.00,389.00
976,2017-09-11,156,30609.00,11924772.00,400.00,384.00,394.00
977,2017-09-10,204,39840.00,15476827.00,396.00,385.00,386.00
978,2017-09-07,170,34211.00,13561638.00,400.00,395.00,396.00
979,2017-09-06,223,48089.00,19135539.00,411.00,393.00,397.00
980,2017-09-04,289,47944.00,19007081.00,404.00,392.00,396.00
981,2017-08-31,227,38096.00,15274466.00,406.00,397.00,397.00
982,2017-08-30,190,41385.00,16664716.00,410.00,400.00,404.00
983,2017-08-28,99,29979.00,12293945.00,415.00,408.00,408.00
984,2017-08-27,131,21655.00,8918311.00,416.00,410.00,411.00
985,2017-08-24,103,27537.00,11319585.00,414.00,410.00,413.00
986,2017-08-23,87,25413.00,10445829.00,413.00,410.00,412.00
987,2017-08-22,110,24959.00,10277109.00,416.00,410.00,412.00
988,2017-08-21,78,19866.00,8195604.00,415.00,410.00,410.00
989,2017-08-20,120,21694.00,8949077.00,419.00,408.00,414.00
990,2017-08-17,129,23979.00,10003389.00,420.00,413.00,414.00
991,2017-08-16,130,22872.00,9544277.00,419.00,412.00,418.00
992,2017-08-15,199,39899.00,16487277.00,419.00,411.00,412.00
993,2017-08-13,145,40356.00,16889595.00,426.00,417.00,418.00
994,2017-08-10,147,24557.00,10356885.00,426.00,420.00,421.00
995,2017-08-09,142,26104.00,11075727.00,429.00,422.00,424.00
996,2017-08-07,135,29097.00,12363843.00,430.00,423.00,424.00
997,2017-08-06,175,34578.00,14705898.00,430.00,422.00,425.00
998,2017-08-03,294,111775.00,47199284.00,430.00,419.00,419.00
999,2017-08-02,198,48572.00,20681940.00,430.00,423.00,425.00
1000,2017-08-01,188,49762.00,21186713.00,430.00,424.00,425.00
1001,2017-07-31,359,107368.00,45322535.00,428.00,420.00,423.00
1002,2017-07-30,265,74872.00,31627700.00,431.00,420.00,421.00
1003,2017-07-27,203,53843.00,22926922.00,430.00,423.00,425.00
1004,2017-07-26,217,47492.00,20291076.00,437.00,424.00,425.00
1005,2017-07-25,138,29042.00,12450458.00,434.00,426.00,426.00
1006,2017-07-24,226,65363.00,27812220.00,433.00,423.00,425.00
1007,2017-07-23,171,43466.00,18721394.00,437.00,426.00,430.00
1008,2017-07-20,183,49455.00,21624490.00,444.00,435.00,435.00
1009,2017-07-19,275,66641.00,29553379.00,449.00,439.00,440.00
1010,2017-07-18,177,39750.00,17559083.00,450.00,438.00,445.00
1011,2017-07-17,217,71820.00,30993112.00,438.00,429.00,436.00
1012,2017-07-16,202,55620.00,23869712.00,433.00,426.00,429.00
1013,2017-07-13,217,53308.00,23056723.00,436.00,430.00,431.00
1014,2017-07-12,194,42722.00,18591071.00,438.00,432.00,432.00
1015,2017-07-11,145,26412.00,11448050.00,438.00,427.00,435.00
1016,2017-07-10,183,57427.00,24882169.00,438.00,429.00,431.00
1017,2017-07-09,380,90187.00,39380023.00,449.00,420.00,436.00
1018,2017-07-06,318,105972.00,44687717.00,428.00,418.00,427.00
1019,2017-07-05,232,90322.00,37577892.00,420.00,414.00,416.00
1020,2017-07-04,174,32888.00,13644486.00,418.00,413.00,415.00
